instruct_resp_simon.keys,instruct_resp_simon.corr,instruct_resp_simon.rt,trial_resp_simon.keys,trial_resp_simon.corr,trial_resp_simon.rt,trials_train_simon.thisRepN,trials_train_simon.thisTrialN,trials_train_simon.thisN,trials_train_simon.thisIndex,trials_train_simon.ran,target_file,target_pos,target_resp,participant,session,date,expName,psychopyVersion,OS,frameRate,instruct_resp_timing.keys,instruct_resp_timing.corr,instruct_resp_timing.rt,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,instruct_resp.keys,instruct_resp.corr,instruct_resp.rt,trial_resp.keys,trial_resp.corr,trial_resp.rt,target_onset,err,pun,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_note_resp.keys,block_note_resp.rt,block_num,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,punish,complete_resp.keys,complete_resp.rt,raffle_trial,raffle_err,raffle_rew
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,p,1.655,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,w,2.856,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,p,1.384,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,p,2.755,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,space,0,46.208,p,0,1.638,1.744603935,1,1,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.152,1.755945224,1,1,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,0,1.798,2.486314344,1,1,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,0,1.412,1.963350753,1,1,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.275,1.880964247,1,1,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.724,2.134566352,1,1,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.348,1.940445816,1,1,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.093,1.625782219,1,1,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,7.637,2,0,0,0,0,1,1,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,0,1.041,1.744603935,1,5,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,0,0.922,1.755945224,1,5,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,0,1.241,2.486314344,1,5,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.674,1.963350753,1,5,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.391,1.880964247,1,5,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,0,1.859,2.134566352,1,5,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,0,1.67,1.940445816,1,5,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,0,1.909,1.625782219,1,5,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,2.309,3,0,1,1,1,1,5,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.472,1.744603935,0,1,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.838,1.755945224,1,1,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,2.092,2.486314344,1,1,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.572,1.963350753,0,1,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.532,1.880964247,0,1,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.767,2.134566352,1,1,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.507,1.940445816,0,1,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.325,1.625782219,1,1,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,25.245,4,1,0,2,0,1,1,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,2.092,1.744603935,1,5,0,0,0,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.175,1.755945224,1,5,0,1,1,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,2.818,2.486314344,1,5,0,2,2,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.511,1.963350753,0,5,0,3,3,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,2.142,1.880964247,1,5,1,0,4,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.695,2.134566352,1,5,1,1,5,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,right.png,,p,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,p,1,1.426,1.940445816,0,5,1,2,6,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,left.png,,w,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,w,1,1.308,1.625782219,1,5,1,3,7,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,space,2.25,5,1,1,3,1,1,5,,,,,
,,,,,,,,,,,,,,5d4b1c73cfe6e90017ad8990,001,2021-10-20_15h05.36.114,arrow_simon_punish,2021.1.2,MacIntel,62.81407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.398,14,1,0
